65 65 15 167 130 183 65 121 167 167 129 
65 65 15 167 129 183 65 121 167 167 129 
65 65 15 167 129 183 65 121 167 167 129 
65 65 15 167 129 183 65 121 167 167 129 
65 65 15 167 129 183 65 121 167 167 129 
65 65 15 167 129 183 65 121 167 167 129 
65 65 15 167 129 183 65 121 167 167 129 
65 65 15 167 129 183 65 121 167 167 129 
65 65 15 167 129 183 65 121 167 167 129 
65 65 15 167 129 183 65 121 167 167 129 
65 65 15 167 129 183 65 121 167 167 129 
65 65 15 167 129 183 65 121 167 167 129 
225 65 15 167 129 183 225 121 167 167 129 
65 175 15 167 129 183 65 121 167 167 129 
65 65 15 167 129 183 65 121 167 167 129 
65 65 15 167 129 183 65 121 167 167 129 
65 65 15 167 129 183 65 121 167 167 129 
65 65 15 167 129 183 65 121 167 167 129 
65 65 15 167 129 103 65 121 167 167 129 
65 65 15 167 129 183 65 121 167 167 129 
65 65 15 167 129 183 65 121 167 167 129 
225 65 15 167 129 183 225 121 167 167 129 
65 65 15 167 129 183 65 121 167 167 129 
65 65 15 167 129 183 65 121 167 167 129 
65 65 15 167 129 183 65 121 167 167 129 
65 65 15 167 129 183 65 121 167 167 129 
65 65 15 167 129 183 65 121 167 167 129 
65 175 15 167 129 183 65 121 167 167 129 
65 65 15 167 129 183 65 121 167 167 129 
65 65 15 167 129 183 65 121 167 167 129 
65 65 15 167 129 183 65 121 167 167 129 
65 175 15 167 129 183 65 121 167 167 129 
205 175 15 167 129 183 65 121 167 167 129 
65 175 15 167 129 183 65 121 167 167 129 
65 65 15 167 129 183 65 121 167 167 129 
65 65 15 167 129 183 65 121 167 167 129 
65 65 15 167 129 183 65 201 167 167 129 
65 65 15 167 129 183 65 121 167 167 129 
65 65 15 167 129 183 65 121 167 167 129 
65 65 15 167 129 183 65 121 167 167 129 
65 65 15 167 129 183 225 121 167 167 129 
65 65 15 167 129 183 65 121 167 167 129 
65 175 15 167 129 183 65 121 167 167 129 
65 65 15 167 129 183 65 121 167 167 129 
65 175 15 167 129 183 65 121 167 167 129 
65 175 15 167 129 183 65 121 167 167 129 
65 65 15 167 129 183 65 121 167 167 129 
65 65 15 167 129 183 65 121 167 167 129 
65 65 15 167 129 183 65 121 167 167 129 
155 65 15 167 129 183 65 121 167 167 129 
65 65 15 167 129 183 65 121 167 167 129 
65 65 15 167 129 183 65 121 167 167 129 
65 65 15 167 129 183 65 121 167 167 129 
65 65 15 167 129 183 65 121 167 47 129 
65 175 15 167 129 183 65 121 167 167 129 
65 65 15 167 129 183 65 121 167 167 129 
65 65 15 167 129 183 65 121 167 167 129 
65 175 15 167 129 183 65 121 167 167 129 
65 65 15 167 129 183 65 201 167 167 129 
65 65 15 167 129 183 65 121 167 167 129 
65 65 15 167 129 183 65 121 167 167 129 
65 65 15 167 129 183 65 121 167 47 129 
65 65 15 167 129 183 65 121 167 167 129 
65 65 15 167 129 183 65 121 167 167 129 
65 65 15 167 129 183 65 121 167 167 129 
65 65 15 167 129 183 65 121 167 167 129 
105 83 15 167 129 183 65 121 167 167 129 
65 65 15 167 129 183 65 121 167 167 129 
65 65 15 167 129 183 65 121 167 167 129 
65 65 15 167 129 183 65 121 167 167 129 
65 65 15 167 129 183 65 121 167 167 129 
65 65 15 167 129 183 65 121 167 167 129 
155 65 15 167 129 183 65 121 167 167 129 
65 65 15 167 129 183 65 121 167 167 129 
65 65 15 167 129 183 65 121 167 167 129 
65 65 15 167 129 183 65 121 167 167 129 
65 65 15 167 129 183 65 121 167 167 129 
65 65 15 167 129 183 65 121 167 167 129 
65 65 15 167 129 183 65 201 167 167 129 
65 65 15 167 129 183 65 121 167 167 129 
65 65 15 167 129 183 65 121 167 167 129 
65 65 15 167 129 183 65 121 167 167 129 
65 65 15 167 129 183 65 121 167 167 129 
65 65 15 167 129 183 65 121 167 167 129 
65 65 15 167 129 183 65 121 167 167 129 
65 65 15 167 129 183 65 121 167 167 129 
205 175 15 167 129 183 65 121 167 167 129 
65 65 15 167 129 183 65 121 167 167 129 
65 65 15 167 129 183 65 121 167 167 129 
65 65 15 167 129 183 65 121 167 167 129 
65 65 15 167 129 183 65 121 167 167 129 
65 65 15 167 129 183 65 121 167 47 129 
65 175 15 167 129 183 65 121 167 167 129 
65 65 15 167 129 183 65 121 167 167 129 
65 65 15 167 129 183 65 121 167 167 129 
65 65 15 167 129 183 65 121 167 167 129 
65 65 15 167 129 183 65 121 167 167 129 
65 65 15 167 129 183 65 121 167 167 129 
65 65 15 167 129 183 65 121 167 167 129 
65 65 15 167 129 183 65 121 167 167 129 
