187 83 102 50 243 196 135 219 
73 83 101 50 243 196 135 219 
73 83 101 50 243 196 135 219 
187 83 101 50 243 196 135 219 
73 83 101 50 243 196 135 219 
187 83 101 50 243 196 135 219 
187 83 101 50 243 196 135 219 
187 83 101 50 243 196 135 219 
73 83 101 50 187 81 101 249 
73 83 101 50 187 56 101 249 
187 83 101 50 243 196 135 219 
187 83 101 50 243 196 135 219 
73 83 101 50 243 196 135 219 
187 83 101 50 243 196 135 219 
37 83 101 50 243 196 135 219 
187 83 101 50 243 196 101 249 
187 83 101 50 243 196 135 219 
187 83 101 50 243 196 135 219 
73 83 101 125 237 196 135 219 
187 83 101 50 243 196 135 219 
73 83 101 50 187 96 101 249 
101 83 101 50 243 196 135 219 
37 83 101 50 77 56 101 249 
73 83 101 50 243 196 135 219 
73 83 101 50 187 96 101 249 
73 83 101 50 243 196 135 219 
73 83 101 50 243 196 135 219 
187 83 101 50 243 196 135 219 
187 83 101 50 243 196 135 219 
187 83 101 50 243 196 135 219 
187 83 101 50 243 196 135 219 
187 83 101 50 243 196 135 219 
37 83 101 50 243 196 135 219 
201 83 101 50 15 196 135 219 
73 83 101 50 187 96 101 249 
187 83 101 50 243 196 135 219 
187 83 101 50 243 196 135 219 
187 83 101 50 207 196 135 219 
73 83 101 50 243 196 135 219 
73 83 101 50 243 196 135 219 
73 83 101 50 187 96 101 249 
187 83 101 50 243 196 101 249 
103 83 101 50 243 196 135 219 
187 83 101 50 243 196 135 219 
73 83 101 50 243 196 189 219 
73 83 101 50 243 196 135 219 
37 83 101 50 243 196 135 219 
187 83 101 50 243 196 135 219 
187 83 101 50 243 196 135 219 
105 83 101 50 243 196 135 219 
187 83 101 50 243 196 135 219 
101 83 101 50 243 196 135 219 
187 83 101 50 243 196 101 249 
187 83 101 50 243 196 135 219 
191 83 101 50 243 196 101 249 
187 83 101 50 243 196 135 219 
187 83 101 50 243 196 135 219 
187 83 101 50 243 196 135 219 
187 83 101 50 243 196 135 219 
187 83 101 50 243 196 135 219 
187 83 101 50 243 196 133 219 
111 83 101 50 243 196 135 219 
187 83 71 50 243 196 135 219 
73 83 101 50 243 196 135 219 
73 83 101 50 243 196 135 219 
187 83 101 50 243 196 135 219 
73 83 101 50 243 196 189 219 
187 83 101 50 243 196 135 219 
187 83 101 50 243 196 151 219 
73 83 101 50 243 196 135 219 
73 83 101 50 243 196 135 219 
187 83 101 50 243 196 135 219 
187 83 101 50 243 196 135 219 
73 83 101 50 243 196 101 249 
187 83 101 50 243 196 135 219 
187 83 101 50 243 196 131 219 
187 83 101 50 243 56 101 249 
73 83 101 50 187 196 135 219 
187 83 101 50 243 196 189 219 
103 83 101 50 243 196 135 219 
37 83 101 50 243 196 135 219 
37 83 101 35 243 196 135 219 
187 83 101 50 243 196 135 219 
187 83 101 50 243 196 135 219 
187 83 101 50 243 196 135 219 
187 83 101 50 243 196 151 219 
187 83 101 50 243 196 135 219 
101 83 101 50 243 196 101 249 
103 83 101 50 243 196 189 219 
73 83 101 50 243 196 135 219 
73 83 151 50 243 196 135 219 
187 83 101 50 243 196 135 219 
105 83 101 50 243 196 135 219 
187 213 101 50 243 196 101 249 
101 83 101 50 243 196 121 219 
73 83 101 50 187 96 135 219 
73 83 101 50 243 196 135 219 
187 83 71 50 243 196 135 219 
187 83 101 50 243 196 135 249 
187 83 101 50 243 211 189 219 
