117 31 46 180 199 78 31 228 37 142 
125 31 45 180 199 78 31 228 37 142 
117 31 45 180 199 78 31 228 37 142 
117 31 45 180 199 78 31 228 37 142 
117 31 45 180 199 78 31 228 37 142 
117 31 45 180 199 78 31 228 37 142 
117 31 45 180 199 78 31 228 37 142 
205 31 205 180 205 148 31 228 37 142 
117 31 45 180 199 78 135 228 37 142 
125 31 45 180 199 78 31 228 227 142 
117 31 45 180 199 78 31 228 37 187 
117 31 45 180 199 78 31 228 37 142 
117 31 45 180 199 78 31 228 37 142 
117 31 45 180 199 78 31 228 37 187 
117 31 45 180 199 78 31 228 37 142 
125 31 45 180 17 78 31 228 227 142 
125 31 45 180 199 78 31 228 37 142 
125 31 45 180 199 78 31 228 227 142 
125 31 45 180 199 78 31 228 37 187 
117 31 45 180 199 78 31 228 227 142 
117 31 45 180 199 78 135 228 37 142 
117 31 45 180 175 78 31 228 37 142 
67 31 45 180 199 78 135 228 37 142 
125 31 45 180 199 78 31 158 37 132 
205 31 205 180 111 148 31 228 37 142 
125 31 45 180 199 78 47 228 227 142 
37 31 45 180 199 78 31 228 227 142 
117 31 45 180 199 78 31 228 37 142 
117 31 45 180 199 148 31 228 121 187 
117 31 45 180 199 78 161 228 37 142 
117 31 45 180 199 78 31 228 37 187 
117 31 45 180 199 78 31 228 37 142 
125 31 45 180 17 78 31 228 227 142 
117 31 45 180 199 78 31 228 37 142 
117 31 45 180 199 78 31 228 37 187 
37 31 45 180 199 78 31 228 227 142 
205 31 205 180 111 148 31 228 227 142 
117 31 45 180 169 78 31 228 37 142 
117 31 45 180 199 78 31 228 227 142 
37 31 45 180 199 78 31 228 227 142 
125 31 45 180 199 78 31 228 37 142 
117 31 45 180 199 148 31 228 121 187 
247 31 45 180 199 78 31 228 37 27 
117 31 45 180 199 148 67 228 121 187 
117 31 45 180 199 78 31 228 37 142 
117 31 45 180 199 78 31 228 37 142 
37 31 45 180 117 78 31 228 25 142 
125 31 45 180 199 78 31 228 227 142 
125 31 45 180 199 78 47 228 227 142 
117 31 45 180 199 78 135 228 37 142 
125 31 45 180 17 78 31 228 227 142 
125 31 45 180 17 78 31 228 227 142 
37 31 45 180 117 78 31 228 25 142 
125 31 45 180 199 78 47 228 227 142 
125 31 45 180 199 78 47 228 227 142 
125 31 45 180 17 78 31 228 227 142 
185 31 45 180 199 78 31 228 37 187 
125 31 45 180 17 78 31 228 91 142 
125 31 45 180 17 78 47 228 227 142 
125 31 45 180 17 78 31 228 227 142 
125 31 45 180 199 78 47 228 227 142 
125 31 45 180 199 78 31 228 37 142 
125 31 45 180 17 78 31 228 227 142 
37 171 45 180 199 78 31 228 227 142 
117 31 45 180 199 78 31 228 37 187 
37 31 45 180 199 78 31 228 227 142 
125 31 45 180 199 148 31 228 37 142 
205 31 205 180 205 78 47 228 227 142 
125 31 45 180 17 78 31 228 91 142 
125 31 45 180 199 78 31 228 37 142 
117 31 45 180 199 78 31 228 227 142 
37 31 45 180 199 78 31 228 37 142 
117 31 45 180 199 78 31 228 37 142 
117 31 45 180 199 78 31 228 135 187 
205 31 205 180 205 78 31 228 37 142 
117 31 45 180 199 78 135 228 37 142 
117 31 45 180 199 78 31 228 37 187 
125 31 45 180 199 78 31 228 37 142 
117 31 45 180 199 78 21 228 227 142 
117 31 45 180 199 78 31 228 37 142 
117 31 45 180 199 78 31 228 37 142 
247 31 45 180 113 78 31 228 37 27 
117 31 45 180 199 78 31 228 227 142 
125 31 45 180 17 78 31 228 37 187 
117 31 45 180 199 78 31 228 37 142 
125 31 45 180 199 78 31 228 37 187 
117 31 45 180 199 78 31 228 227 142 
125 31 45 180 199 78 31 228 37 187 
117 31 45 180 17 78 31 228 227 142 
125 31 45 180 199 78 31 228 227 142 
37 31 45 180 199 78 31 228 227 142 
125 31 45 180 199 78 47 228 227 142 
117 31 45 180 17 78 31 228 227 142 
81 31 45 180 199 208 31 228 223 142 
205 31 205 180 205 148 31 228 37 142 
117 31 45 180 199 78 31 228 37 142 
117 31 45 180 199 78 31 228 37 142 
125 31 45 180 199 78 31 228 37 27 
247 31 45 180 17 78 31 228 227 142 
185 31 45 180 199 78 31 228 37 187 
